user,comment,time,votes
@Oboy_Sakti,Tidak semudah yg ku kira😅😅😅😅😅😅,1 hour ago,0
@irwansya8916,"Sedikit optimis, karna semua omongan dr bpk purbaya tidak ada janji2 yng keluar",18 hours ago,0
@DeniIzranasrul,Selama Ini Ibu Srimulyani ngapain aja soal training orang orang daerah ?,1 day ago,0
@BintangKehidupan-s8w,Apa itu bottle necking,1 day ago,0
@TrainingCentreProdiProfesi,"Kasihan Pak Purbaya, disekelilingnya byk org yang mau menghancurkan ekonomi. Semua musuh berdampingan siap sikut beliau",9 hours ago,0
@NimbaIlmu-q9y,1:30:47,8 hours ago,0
@positivehousehold4311,"Pak, beasiswa S3 nya hanya untuk karyawan LPS aja ya? Beasiswa S3 ekonomi Untuk PNS daerah ada kesempatan kah pak?",1 day ago,0
@SitiRahmani-d2b,"Kegedean pak 2,8jt. Banyak guru yg masih gaji 300-700/bln. Itu pun dirafel 3bln😂",1 day ago,1
@JelajahSejarah88,Srimul kerjanya ap selain malak,1 hour ago,0
@ariesyogaa8816,"DARI SINI KITA BELAJAR,JANGAN MILIH MENTRI DARI ORANG PARTAI😅",6 hours ago,1
@MelianahSaid,Kawin . Ha ha ha,1 day ago,0
@kangdaniseller4105,ini Obroloan Mahal ini...,1 day ago,0
@sloqer,Kuliah .. Kuliah ..,1 day ago,0
@newmindset_2025,bisaa!! semangatt cari beasiswa!! semangatt,1 day ago,1
@ceria_ceri,yg hebat ya istrinya sih,10 hours ago,1
@denik3412,Duet Maut Bukan Duet Dangdut 😅,1 day ago,0
@ImronZe,🙏🙏🫡🫡,1 day ago,0
@ridwanbambangsukedi2349,Kalo emak yg ono bisa nya cuma ngutang & naikin pajak,1 day ago,0
@dodiekriez8771,tolong gibran ganti yg sperti ini,1 day ago,0
@ZMicron,Ini podcast atau rapat strategi pak? 😅,1 day ago,0
@RudiAndrian-o2n,"Mentri sebelumnya ngapain ya,,Sri Sri mulat itu",10 hours ago,0
@muhammadrijalulhaqq9061,@gibran paham ga u?,1 day ago,0
@kakad.soeprapto6381,Purbaya musuh termul,1 day ago,0
@jultan-444,pak Purbaya saya 36:00 mau coba pak. hubungi kmana? dites juga gpp,1 day ago,0
@aanjujum,orang kita sendiri yang merusak . hmmmm,1 day ago,0
@janejoan-n1k,ada gak si pejabat yang gak mau selain keluarganya aja yang maju?,1 day ago,0
@ghulghul,"Zulkifli Hasan harusnya malu. Coba contohlah Purbaya, dia kompeten dan ga ngangkat karung tiba-tiba",1 day ago,0
@WidodoBudi,Keterlaluan juga Sri Mulyani kenapa kita percayakan 20 an tahun perekonomian Indonesia padanya sih,21 hours ago,0
@reginaa2307,"Berasa berdosa, kek gue harusnya ga dengerin ini ga sih? Wkkwkwkwkw",1 day ago,0
@laurentiamartaux8834,kuliah online..,1 day ago,0
@pocopo-r4s,gibran paham ginian gak ya wkwkwk,1 day ago,0
@anggayuhuuu4664,Ini wapres sekarang ya,12 hours ago,0
@Tasbiha-w1d,Pak Purbaya jago bawa investor luar tapi pejabat kita nya yg sulit,1 day ago,0
@abryanhedges1510,"Keren Pak Pur. Mau mendengar masukan, bahkan sangat antusias.",20 hours ago,0
@lumieresilva4443,Orang pintar juga kurang,1 day ago,0
@harfijawara,gojlog2an level Ph.D,1 day ago,0
@Juliusalr,"Pentingnya kuliah ya wahai orang orang yang ngomong ""kuliah itu gak penting, yang penting sukses""",1 day ago,0
@petir2008,Menkeu sebelumnya cuma mikir memalak rakyat,3 hours ago,0
@asrilhakim7311,M0 apa? M2 apa?,1 day ago (edited),0
@ga3acid220,"20:50 M2 M0 apalah gw ga tau, tp berusaha sok paham. ""Ooo gitu strateginya, ok sih""",44 minutes ago,0
@dennyefriadisiregar4796,Ini Brp SKS hahahaha... ?,12 hours ago,0
@GeraldoChen,Kemana aja selama ini pur,1 day ago,0
@NurulHidayah-g4v,Guru cuma 400 RB pak😅,7 hours ago,0
@devislius7734,Jgn cm pinter pak tp karakter nya juga,1 day ago,0
@Politicdinasti,"10th ini ternyata rakyat dibuat miskin, biar laku tuh serangan fajar",17 hours ago,0
@Fachri.S,1:26:10 ada obrolan yang tidak biasa. 😂,1 day ago,0
@Sukma.Dewa.,ibid 10:00,5 hours ago,0
@okiapriatna4064,Kuliah umum ini,23 hours ago,0
@davidjuda9767,Menteri sebelumnya ... Ternyata .... menyesatkan mesti diusut itu,1 hour ago,0
@rizalalviansyah2351,DAGING SEMUA,1 hour ago,0
@GilangKuy_44,a,1 day ago,0
@indrakom,"APA BISA MENCEGAH KORUPSI YANG ""HARUS"" DILAKUKAN UNT MENGEMBALIKAN DANA KAMPANYE YG LALU  & MENCARI DANA KAMPANYE BERIKUTNYA
😂😂😂😂😂",12 hours ago,1
@rafindani3343,Diantara semua poadcast yg menarasikan isi obrolannya daging ternyata gak sedaging obrolan 2 orang ini.,5 hours ago,0
@rosros6276,Kereta Cepat : pemikiran lebih maju persis kayak jokowi 💪💪💪,14 hours ago,0
@imanion,podcast mahal,23 hours ago,1
@uriparpan5483,M0 itu uang pisik M2 itu obligasi jangka panjang,3 minutes ago,0
@adepsaefulrohman6830,Itu sebenarnya obrolan rahasia.. kurang baik dipublis secara transparan makannya pake istilah ekonomi.. biar gak ricuh masyrakt kita,1 day ago,0
@isa_b1079,Tergantung bos.....kondisi china india beda....produk stem Indonesia kualitasnya anjlok.,3 hours ago,1
@ajiSaka-c1s,👉🙄😇🤔🤫🤭🤗😆😄😃,34 minutes ago,0
@budimansudarsono,Gak kebayang gw orang bgini ngobrol ama gibran..😂😂😂,1 day ago,0
@fathorrahman5153,"keren, pantes indonesia kalah jauh, krn memang pengethuannya juga kalah",1 day ago,0
@cathatro9017,Undang Ichsanudin Noorsy dong,1 day ago,0
@Lightning23-u9e,"Roko aj bisa dkasih pajak yg tinggi! Kenapa tambang, sawit,dn usaha besar yg berhubungan dg kerusakan alam gak dkasih pajak yg tinggi?.",1 day ago,0
@mahesaagni-u,fufufafa apa bisa membuat narasi seperti ini.,1 day ago,0
@derapurdiansyah1899,4:25 😅,1 day ago (edited),0
@lucusihchannel1258,Maksudnya?😂😅,4 hours ago,0
@MuhammadFajarSidiq-s9r,Liat ya danantara tiba tiba ngaku ngaku wkwk,1 day ago,0
@emansuparman5263,"PROFESIONAL NGOMONG PAKE ILMU
POLITIKUS NGOMONG PAKE NAFSU",21 hours ago,0
@eddyevodius,Jokowi haters pasti ga suka denger pernyataan Positif kereta api cepat dari pak Pur😊,4 hours ago,0
@edmidn,Cerdas sekali..gak kayak yang ngomong 9jt lapangan kerja..si planga-plongo..😂,18 hours ago,0
@rezakaharuddin,Saya merasa bodoh.,23 hours ago,0
@bg.regar96,Gw gak suka dnger ocehan pejabat berlama2. Tapi tidak dg pak purbaya,1 day ago,0
@vinshrahman,"Pendidikan masih bukan prioritas, yasudah.",47 minutes ago,0
@siswantowanto9023,Kuliah gratis,16 hours ago,0
@connornewman1992,1:20:50 MAKAN TUH FILSAFAT 😂,1 day ago,0
@hartono3024,Makanya korsel budaya kerjanya tertinggi didunia krn dimulai dr wajib militer,1 day ago,0
@muhammadms4287,"Pembahasan ini terlalu DAGING, untuk kita yang TULANGAN",1 day ago,0
@herawaty2714,Jangan dibayarin bro 😂,1 day ago,0
@yaniagustian48,Ekonom emosian malesin,1 day ago,0
@derapurdiansyah1899,36:00 😁,1 day ago,0
@derapurdiansyah1899,45:00 🗒,1 day ago,0
@lumieresilva4443,?,23 hours ago,0
@ErinErtin,Kuliah gratis,7 hours ago,0
@sugengaji8942,"Kepintaran berbentur kepintaran berisik sekali, pantas negri ini sulit maju",21 hours ago,0
@amad.07,"Pemikirannya mirip Anies, cuman ini versi koboy😅",10 hours ago,0
@makezaada,Siapa yang kemarin bilang sekolah gak penting??? 😅,16 hours ago,0
@cikaagustina-g1c,Dimenit 56:28 sampai menit 57:27 gw penasaran sih siapa yang mempersulit pak Pur yah😂 netizen bisa cari tau nggak🤣🤣🤣 kepo niih🤣🤣,1 day ago,0
@PipihRopiah-tk1ow,Harusnya bertiga satu lagi Jokowi biar lebih bermutu,13 hours ago,0
@ahmadmuhemin4534,Fufufafa gak relate 😄,11 hours ago,0
@jeki0912,p,1 day ago,0
@jcoboy5739,ternyata sri mulyani ampas nya ampas,11 hours ago,0
@jastulbliuss1800,Tontonan mahal...,3 hours ago,0
@IrmaResmisari-h8g,Negara menyekolahkan orang pintar pintar lulusan luar negri dan S3.. tp wapres kita 😂😂😂😂,1 day ago,1
@renditotuluswindradi4528,"bahlil
zulkipli
pigai
mana bisa ngomong gini",1 day ago,0
@qiu2923,Gibran faham ga ya apa yg mereka omongin 😅,1 day ago,0
@sagafathurrahman5122,MAHAL,1 day ago,0
@raihanalbanna,9:53 nama bukunya apa ya? saya agak kurang jelas dengernya,1 day ago,0
@dendiepie1547,"ni yang komen nyanjung semua, penting untuk nkri iye tau, tapi gak ada yang bahas substansi omongannya apa",1 day ago,0
@asupankocak3149,"Ngomong apa ini, semuanya ilmu ga ada basa basinya, tolong menteri ini ajarin menteri yang lain",18 hours ago,0
@Sa65693,Jaman luhut jokowi ga ada orang pinter....masa sih.... bukannya yg pinter mentri2 diresuffle....,14 hours ago,0
@heri683,"1.50 jam ngomong, kayak lagi ujian skripsi pakai bahasa tehnis, apa gak capek yah",23 hours ago,0
@hengkyfir9036,"hallo buk sri mulyani, baca lagi bukunya",1 day ago,0
@sriningsih4796,Birokrasi lah siapa lagi,1 day ago,0
@sriningsih4796,Dosa apa sehingga Allah menganugerahkan Indonesia orang plonga-plongo berkuasa,1 day ago,0
@marijan-k3h,Sebenar benarnya kamu itu wajib ngaca diri dan ngaji diri..Faham kah!,1 day ago,0
@gwirjawan,”Macroeconomics of Self-fulfilling Prophecies” (1993) Roger Farmer,1 day ago,4
@raihanalbanna,"​ @gwirjawan  Thanks, Pak Gita. Appreciate it, really enjoying your podcast. Anyway, just as input, maybe it would be better if whenever the speaker mentions a book title, you could highlight it on the screen, similar to what The Reading Chamber does on their show.",1 day ago,0
@ElLora-t3x,Cair cair,1 day ago,0
@dendiepie1547,​ @ElLora-t3x  apa tug cair? Lu pikir komentar kritis= buzzer? Siapa pihak yg anti purbaya cobak kasik tau gw. Doi media darling prabowo masak ada buzzer yg jelekin.,1 day ago,0
@galielsabastian6454,MAHAL!,6 hours ago,0
@Berisikinternet,"Kebijakan apa nih, Rakyat ga kerasa!!",9 hours ago,0
